일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV30068,>35,Undergraduate,Man,Yes,Dev,28,23,Germany,45996,8
DEV30069,>35,Undergraduate,Man,Yes,Dev,35,30,United States of America,150000,5
DEV30070,<35,Master,Man,No,Dev,16,9,India,16766,14
DEV30071,<35,Undergraduate,Man,Yes,Dev,8,6,United States of America,210000,23
DEV30072,<35,Undergraduate,Man,Yes,Dev,9,6,United States of America,140000,21
DEV30073,<35,Undergraduate,Man,Yes,Dev,14,12,United States of America,167000,8
DEV30074,>35,Undergraduate,NonBinary,No,Dev,27,21,United States of America,135000,10
DEV30075,<35,Undergraduate,Man,No,Dev,8,3,India,4644,10
DEV30076,>35,Undergraduate,Man,Yes,Dev,27,11,Canada,171785,54
DEV30077,<35,Master,Man,No,Dev,15,8,Germany,111976,20
DEV30078,<35,Undergraduate,Man,Yes,Dev,2,1,India,2316,6
DEV30079,>35,Undergraduate,Man,Yes,Dev,15,15,United States of America,140000,11
DEV30080,<35,Undergraduate,Man,Yes,Dev,6,6,United Kingdom of Great Britain and Northern Ireland,85435,25
DEV30081,<35,Undergraduate,Man,No,Dev,6,5,India,16766,16
DEV30082,<35,Master,Man,No,NotDev,14,5,Germany,42657,14
DEV30083,<35,Undergraduate,Man,Yes,Dev,14,0,Japan,37641,26
DEV30084,>35,Master,Man,No,Dev,40,36,United States of America,220000,12
DEV30085,<35,Undergraduate,Man,No,Dev,14,11,United Kingdom of Great Britain and Northern Ireland,62820,20
DEV30086,<35,Undergraduate,Man,No,Dev,10,6,United States of America,185000,11
DEV30087,<35,Undergraduate,Man,Yes,Dev,12,6,United States of America,170000,16
DEV30088,<35,Master,Man,No,Dev,3,3,India,11607,6
DEV30089,>35,Undergraduate,Man,No,Dev,25,20,United States of America,140000,22
DEV30090,>35,Undergraduate,Man,No,NotDev,25,18,United States of America,139240,7
DEV30091,<35,Other,Man,No,Dev,2,1,United States of America,65000,6
DEV30092,<35,Master,Man,No,Dev,11,2,United States of America,140000,10
DEV30093,<35,PhD,Man,No,Dev,22,4,Germany,95979,21
DEV30094,<35,Undergraduate,Man,No,Dev,9,8,India,57600,13
DEV30095,>35,Master,Man,No,Dev,10,7,Germany,63986,6
DEV30096,<35,Other,Man,No,Dev,8,7,United States of America,200000,11
DEV30097,<35,Master,Man,No,Dev,10,2,United Kingdom of Great Britain and Northern Ireland,100511,7
DEV30098,>35,Undergraduate,Man,Yes,Dev,25,15,United States of America,200000,30
DEV30099,<35,Other,Man,Yes,Dev,12,8,United States of America,118000,25
DEV30100,>35,Undergraduate,Man,No,Dev,32,10,United Kingdom of Great Britain and Northern Ireland,80409,3
DEV30101,<35,Undergraduate,Man,Yes,Dev,9,5,Germany,53322,11
DEV30102,<35,Undergraduate,Man,No,Dev,12,7,Canada,132743,15
DEV30103,>35,Undergraduate,Man,No,Dev,21,18,United States of America,140000,15
DEV30104,<35,Undergraduate,Man,No,Dev,4,2,India,18701,11
DEV30105,<35,Undergraduate,Man,No,Dev,4,1,India,2316,7
DEV30106,<35,Undergraduate,Man,No,NotDev,1,1,United States of America,101500,1
DEV30107,<35,Undergraduate,Man,No,Dev,3,1,India,3864,6
DEV30108,<35,Master,Man,No,Dev,23,11,Canada,142113,29
DEV30109,<35,Undergraduate,Man,No,Dev,6,0,India,14058,10
DEV30110,>35,Undergraduate,Man,Yes,Dev,23,23,United States of America,140000,16
DEV30111,<35,Undergraduate,Man,No,Dev,10,5,United States of America,160000,14
DEV30112,>35,Other,Man,Yes,Dev,28,23,Canada,78084,28
DEV30113,>35,Undergraduate,Man,No,Dev,7,5,Germany,54388,12
DEV30114,<35,Master,Man,No,Dev,8,5,India,17347,15
DEV30115,>35,Undergraduate,Woman,No,Dev,18,14,Canada,89440,13
DEV30116,<35,PhD,Woman,No,NotDev,12,7,Germany,57588,15
DEV30117,>35,Undergraduate,Man,Yes,Dev,24,14,United States of America,213000,17
DEV30118,<35,PhD,Man,No,Dev,2,1,United States of America,178000,5
DEV30119,>35,Undergraduate,Man,No,Dev,26,22,United States of America,89000,14
DEV30120,>35,Undergraduate,Man,No,Dev,36,26,United Kingdom of Great Britain and Northern Ireland,125639,7
DEV30121,<35,Undergraduate,Man,No,Dev,7,3,Canada,58563,13
DEV30122,<35,Master,Man,No,Dev,14,6,United States of America,195000,5
DEV30123,<35,Undergraduate,Woman,No,Dev,7,6,United States of America,94000,9
DEV30124,>35,Master,Man,No,Dev,38,21,United Kingdom of Great Britain and Northern Ireland,94230,5
DEV30125,>35,Undergraduate,Man,Yes,Dev,36,23,United Kingdom of Great Britain and Northern Ireland,103024,6
DEV30126,<35,Undergraduate,Man,No,Dev,12,9,India,51589,12
DEV30127,<35,Undergraduate,Man,Yes,Dev,8,4,United States of America,166000,16
DEV30128,>35,Master,Man,No,Dev,26,11,Germany,97472,11
DEV30129,<35,Undergraduate,Man,No,Dev,2,2,Canada,58563,2
DEV30130,<35,Other,Man,No,Dev,3,1,India,7740,14
DEV30131,>35,Master,Man,No,Dev,27,23,Germany,150368,7
DEV30132,<35,Undergraduate,Man,No,Dev,12,8,United Kingdom of Great Britain and Northern Ireland,105537,14
DEV30133,<35,Undergraduate,Man,No,Dev,1,1,India,1947,10
DEV30134,>35,Master,Man,No,NotDev,10,6,Canada,85893,9
DEV30135,>35,PhD,Man,No,NotDev,25,5,United States of America,110000,8
DEV30136,<35,Undergraduate,Man,No,Dev,8,4,United States of America,90000,10
DEV30137,>35,Undergraduate,Man,No,Dev,50,48,United States of America,157000,9
DEV30138,>35,NoHigherEd,Man,Yes,Dev,35,26,United States of America,170000,32
DEV30139,<35,Undergraduate,Man,Yes,Dev,7,5,United States of America,53000,22
DEV30140,<35,Undergraduate,Man,No,Dev,9,6,Canada,119469,8
DEV30141,>35,Undergraduate,Man,No,Dev,22,9,United States of America,85000,13
DEV30142,<35,Undergraduate,Man,No,Dev,20,10,United States of America,160000,19
DEV30143,<35,Undergraduate,Man,No,Dev,20,10,Germany,63986,11
DEV30144,>35,Undergraduate,Man,No,Dev,17,13,Canada,136647,21
DEV30145,<35,Undergraduate,Man,No,Dev,6,1,United States of America,125000,8
DEV30146,>35,Undergraduate,Man,Yes,Dev,23,22,United States of America,178000,24
DEV30147,>35,Other,Man,Yes,NotDev,16,16,United States of America,78000,2
DEV30148,<35,Undergraduate,Man,No,Dev,13,9,United States of America,130000,18
DEV30149,>35,Master,Man,Yes,Dev,29,4,Germany,67186,10
DEV30150,<35,Master,Man,No,Dev,5,3,India,13152,19
DEV30151,<35,Undergraduate,Man,No,Dev,1,0,United States of America,85000,13
DEV30152,>35,Undergraduate,Man,No,Dev,20,16,Canada,89797,12
DEV30153,<35,Undergraduate,Man,No,Dev,6,4,United States of America,130000,21
DEV30154,<35,Undergraduate,Man,No,Dev,8,5,United Kingdom of Great Britain and Northern Ireland,109950,17
DEV30155,>35,Master,Man,No,Dev,6,4,Germany,67186,19
DEV30156,<35,Undergraduate,Man,Yes,Dev,13,4,Germany,56521,22
DEV30157,>35,Master,Woman,No,Dev,16,10,United Kingdom of Great Britain and Northern Ireland,110563,6
DEV30158,>35,Master,Man,Yes,Dev,25,25,United States of America,155000,17
DEV30159,>35,Undergraduate,Man,No,Dev,23,17,United Kingdom of Great Britain and Northern Ireland,89204,11
DEV30160,>35,Undergraduate,Man,No,Dev,24,22,United States of America,128000,16
DEV30161,>35,PhD,Man,No,Dev,17,9,United States of America,120000,10
DEV30162,<35,Undergraduate,Man,Yes,NotDev,4,3,United States of America,59000,15
DEV30163,<35,NoHigherEd,Woman,Yes,Dev,6,3,United States of America,150000,22
DEV30164,>35,Undergraduate,Man,No,Dev,24,18,Canada,66372,11
DEV30165,>35,NoHigherEd,Man,Yes,Dev,24,12,Germany,46068,15
DEV30166,>35,Master,Man,Yes,Dev,22,22,United States of America,145000,7
DEV30167,>35,Undergraduate,Man,Yes,Dev,35,28,United States of America,220420,3
DEV30168,>35,Undergraduate,Man,Yes,Dev,4,2,United States of America,95000,14
DEV30169,<35,NoHigherEd,Man,No,Dev,2,0,Germany,5760,8
DEV30170,<35,Undergraduate,Man,No,Dev,6,4,United States of America,130000,15
DEV30171,<35,Master,Woman,No,Dev,14,8,Canada,114003,10
DEV30172,>35,PhD,Man,Yes,Dev,14,10,Canada,157355,11
DEV30173,<35,Undergraduate,Man,Yes,Dev,11,7,United States of America,90000,15
DEV30174,<35,Undergraduate,Woman,No,Dev,9,3,Canada,105414,16
DEV30175,>35,Undergraduate,Man,Yes,Dev,3,3,United States of America,100000,9
DEV30176,<35,Undergraduate,Man,Yes,NotDev,10,4,United States of America,113000,21
DEV30177,<35,Other,Man,Yes,Dev,8,7,United States of America,180000,17
DEV30178,<35,Other,Man,Yes,Dev,10,7,United States of America,180000,16
DEV30179,<35,Other,Man,No,Dev,15,15,United States of America,205000,26
DEV30180,<35,Undergraduate,Man,No,Dev,8,3,United States of America,156000,25
DEV30181,<35,Undergraduate,Man,No,Dev,9,5,United States of America,154000,3
DEV30182,>35,Undergraduate,Man,No,Dev,35,24,United States of America,162000,8
DEV30183,<35,Undergraduate,Man,No,Dev,9,5,Canada,77303,10
DEV30184,<35,Undergraduate,Woman,Yes,Dev,9,6,United States of America,159000,7
DEV30185,<35,Undergraduate,Man,No,Dev,11,6,United States of America,105000,15
DEV30186,<35,Undergraduate,Man,Yes,Dev,6,5,India,34393,11
DEV30187,<35,Undergraduate,Man,Yes,Dev,12,3,United States of America,200000,8
DEV30188,>35,Undergraduate,Man,No,Dev,6,6,United States of America,150000,10
DEV30189,>35,Master,Man,No,NotDev,10,6,India,34824,9
DEV30190,>35,Undergraduate,Man,No,Dev,20,16,United States of America,200000,7
DEV30191,<35,Undergraduate,Man,No,Dev,4,2,Canada,89797,15
DEV30192,<35,Undergraduate,Man,No,Dev,5,1,India,20636,23
DEV30193,>35,Undergraduate,Man,No,Dev,20,20,United States of America,150000,12
DEV30194,>35,Other,Man,No,Dev,3,2,United States of America,83000,8
DEV30195,<35,Undergraduate,Woman,Yes,Dev,10,4,India,64486,5
DEV30196,<35,NoHigherEd,Man,No,Dev,9,7,Germany,75717,9
DEV30197,<35,Master,Man,No,Dev,11,5,Germany,42657,4
DEV30198,<35,Undergraduate,Man,Yes,Dev,10,4,United States of America,130000,15
DEV30199,>35,Undergraduate,Man,No,Dev,25,20,United States of America,210000,16
DEV30200,<35,Undergraduate,Man,No,Dev,8,4,India,38692,23
DEV30201,<35,Undergraduate,Man,No,Dev,4,2,India,20424,23
DEV30202,>35,Undergraduate,Man,No,Dev,5,6,India,7740,3
DEV30203,<35,Undergraduate,Man,Yes,Dev,7,7,United States of America,57000,13
DEV30204,<35,Master,Man,Yes,Dev,2,0,United States of America,70000,16
DEV30205,>35,NoHigherEd,Man,No,Dev,25,22,United States of America,180000,13
DEV30206,>35,Other,Man,No,Dev,50,45,United States of America,140000,5
DEV30207,<35,Undergraduate,Man,No,Dev,10,5,United States of America,79000,3
DEV30208,<35,Undergraduate,Man,No,Dev,4,2,India,2472,8
DEV30209,<35,Other,Man,No,Dev,10,7,Germany,71448,14
DEV30210,<35,Undergraduate,Man,Yes,Dev,7,4,India,12384,17
DEV30211,<35,Master,Man,No,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,87948,5
DEV30212,<35,Other,Man,No,Dev,0,0,India,3096,13
DEV30213,>35,Other,Man,No,Dev,11,12,United States of America,185000,22
DEV30214,<35,Undergraduate,Man,No,Dev,7,5,India,4956,14
DEV30215,<35,Master,Man,No,Dev,7,5,India,21168,21
DEV30216,<35,Undergraduate,Man,No,Dev,7,1,India,9028,11
DEV30217,>35,Other,Man,No,Dev,23,16,Germany,74651,26
DEV30218,<35,Undergraduate,Man,No,Dev,6,4,India,23860,6
DEV30219,>35,Undergraduate,Man,No,Dev,20,15,United Kingdom of Great Britain and Northern Ireland,68473,8
DEV30220,<35,NoHigherEd,Man,Yes,Dev,10,10,United Kingdom of Great Britain and Northern Ireland,45230,14
DEV30221,<35,Undergraduate,Man,No,Dev,15,20,Japan,120391,25
DEV30222,<35,Master,Man,Yes,Dev,4,4,United Kingdom of Great Britain and Northern Ireland,62820,15
DEV30223,<35,Undergraduate,Man,No,Dev,10,2,India,16766,33
DEV30224,<35,Undergraduate,Man,Yes,Dev,10,6,United States of America,125000,13
DEV30225,<35,Undergraduate,Man,No,NotDev,9,6,India,13932,18
DEV30226,>35,PhD,Man,Yes,NotDev,18,1,India,10318,4
DEV30227,>35,Master,Man,No,Dev,20,17,India,116760,10
DEV30228,>35,Undergraduate,Man,No,Dev,27,21,United Kingdom of Great Britain and Northern Ireland,57794,15
DEV30229,>35,Undergraduate,Woman,No,Dev,39,34,United States of America,54000,2
DEV30230,<35,Other,Man,No,Dev,5,3,Germany,44790,8
DEV30231,>35,NoHigherEd,Man,No,Dev,31,22,United Kingdom of Great Britain and Northern Ireland,81666,20
DEV30232,<35,Undergraduate,Man,No,Dev,15,11,United Kingdom of Great Britain and Northern Ireland,131921,12
DEV30233,<35,Undergraduate,Man,No,Dev,11,3,India,19344,5
DEV30234,>35,Other,Man,Yes,Dev,23,20,United Kingdom of Great Britain and Northern Ireland,157049,18
DEV30235,<35,Master,Man,Yes,Dev,14,9,Germany,67443,23
DEV30236,<35,Undergraduate,Man,No,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,57794,7
DEV30237,>35,Other,Man,Yes,Dev,21,18,Canada,187404,5
DEV30238,>35,Undergraduate,Man,No,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,62820,4
DEV30239,<35,Undergraduate,Man,No,Dev,5,4,Japan,138000,12
DEV30240,>35,Undergraduate,Man,Yes,Dev,30,26,United Kingdom of Great Britain and Northern Ireland,99883,18
DEV30241,<35,Undergraduate,Man,No,Dev,10,2,India,3096,10
DEV30242,<35,Master,Man,No,Dev,14,8,Germany,87448,6
DEV30243,<35,Master,Man,No,NotDev,10,6,India,15480,7
DEV30244,<35,Undergraduate,Man,No,Dev,4,3,India,4127,11
DEV30245,<35,Master,Man,No,Dev,19,14,Germany,83182,8
DEV30246,<35,Undergraduate,Man,No,Dev,13,8,United States of America,130000,2
DEV30247,<35,Undergraduate,Man,No,Dev,5,2,India,23220,11
DEV30248,<35,Undergraduate,Man,No,Dev,10,6,India,116075,13
DEV30249,<35,Master,Woman,No,Dev,7,5,India,8770,9
DEV30250,<35,Other,Man,Yes,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,125639,6
DEV30251,<35,Undergraduate,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,100511,16
DEV30252,>35,Undergraduate,Man,No,Dev,6,5,United States of America,190000,15
DEV30253,<35,Master,Man,Yes,Dev,8,2,Germany,57588,5
DEV30254,<35,Master,Man,No,Dev,12,8,United States of America,120000,13
DEV30255,>35,Undergraduate,Man,No,Dev,40,30,United States of America,207000,3
DEV30256,>35,Other,Man,Yes,Dev,22,13,Canada,113222,2
DEV30257,<35,Other,Man,No,Dev,2,1,India,7738,7
DEV30258,>35,Undergraduate,Man,No,Dev,11,7,United States of America,140000,6
DEV30259,<35,Master,Man,No,Dev,6,5,United Kingdom of Great Britain and Northern Ireland,67845,8
DEV30260,>35,Undergraduate,Woman,Yes,NotDev,24,24,United States of America,75000,17
DEV30261,<35,Undergraduate,Man,No,Dev,8,8,India,7093,12
DEV30262,<35,Undergraduate,Man,No,Dev,10,10,India,29664,5
DEV30263,>35,Undergraduate,Man,No,Dev,20,16,United Kingdom of Great Britain and Northern Ireland,61563,5
DEV30264,<35,Undergraduate,Man,No,Dev,9,6,India,23220,7
DEV30265,<35,Undergraduate,Man,No,Dev,3,1,India,4644,22
DEV30266,>35,Undergraduate,Man,Yes,Dev,41,33,United States of America,145000,7
DEV30267,<35,Undergraduate,Man,No,Dev,8,6,India,58037,25
DEV30268,<35,Master,Man,No,Dev,15,10,United States of America,150000,20
DEV30269,<35,Other,Woman,Yes,Dev,5,4,United States of America,140000,5
DEV30270,<35,Other,Man,Yes,Dev,16,6,United States of America,120000,13
DEV30271,<35,Master,Man,No,Dev,17,8,United States of America,150000,8
DEV30272,<35,PhD,Man,Yes,Dev,13,5,United States of America,140000,26
DEV30273,>35,Undergraduate,Man,No,Dev,38,29,United States of America,130000,16
DEV30274,>35,Undergraduate,Man,No,Dev,10,7,United States of America,146000,13
DEV30275,>35,Master,Man,No,NotDev,35,20,Japan,164680,9
DEV30276,>35,Undergraduate,Man,No,Dev,19,16,United States of America,116000,13
DEV30277,>35,Master,Man,Yes,Dev,25,20,United Kingdom of Great Britain and Northern Ireland,125639,5
DEV30278,>35,Other,Man,No,NotDev,30,22,United States of America,187500,25
DEV30279,>35,Other,Man,No,Dev,33,12,Germany,199424,13
DEV30280,<35,Master,Man,No,NotDev,14,3,Germany,79983,5
DEV30281,>35,Undergraduate,Man,Yes,NotDev,3,4,United States of America,55000,17
DEV30282,>35,Undergraduate,Man,No,Dev,19,12,United States of America,142000,16
DEV30283,>35,Master,Man,No,Dev,25,21,Germany,78916,12
DEV30284,<35,Master,Man,Yes,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,113075,13
DEV30285,<35,Undergraduate,Man,No,Dev,7,7,India,19346,5
DEV30286,<35,Undergraduate,Man,No,Dev,13,9,United States of America,150000,13
DEV30287,>35,Master,Man,No,Dev,30,23,United States of America,102000,25
DEV30288,>35,Undergraduate,Man,Yes,Dev,23,9,United States of America,220000,14
DEV30289,<35,Undergraduate,Man,No,NotDev,17,8,Canada,32795,5
DEV30290,<35,Undergraduate,Man,No,NotDev,11,8,United States of America,214000,5
DEV30291,>35,Master,Man,Yes,Dev,10,8,United States of America,120000,9
DEV30292,<35,Undergraduate,Man,No,Dev,10,1,United States of America,160000,23
DEV30293,<35,Other,Man,Yes,Dev,13,9,United States of America,95000,18
DEV30294,<35,Master,Woman,No,Dev,10,10,United States of America,130000,13
DEV30295,<35,Undergraduate,Man,No,Dev,3,1,India,4020,3
DEV30296,<35,Other,Man,No,Dev,5,3,United States of America,81700,14
DEV30297,<35,Undergraduate,Man,No,Dev,10,4,India,28374,11
DEV30298,<35,Master,Man,No,NotDev,4,3,Germany,63984,2
DEV30299,>35,Master,Man,No,Dev,20,12,Germany,117308,18
DEV30300,<35,Undergraduate,Man,No,NotDev,7,4,Germany,51192,4
DEV30301,<35,Other,Man,No,Dev,10,7,Germany,69318,10
DEV30302,<35,Undergraduate,Man,No,Dev,8,8,India,9608,23
DEV30303,<35,Master,Man,No,Dev,8,2,United Kingdom of Great Britain and Northern Ireland,69102,10
DEV30304,<35,Master,Man,No,Dev,10,5,United States of America,90000,31
DEV30305,>35,Undergraduate,Man,Yes,Dev,15,11,United States of America,185000,26
DEV30306,>35,Master,Man,No,Dev,15,12,United Kingdom of Great Britain and Northern Ireland,188459,11
DEV30307,<35,Master,Man,No,NotDev,15,5,Germany,51189,11
DEV30308,<35,Other,Man,Yes,Dev,10,8,India,20280,15
DEV30309,<35,Undergraduate,Man,No,Dev,10,3,United States of America,76000,20
DEV30310,<35,Other,Woman,Yes,Dev,5,2,United States of America,145906,5
DEV30311,<35,Master,Man,No,Dev,8,4,United States of America,166000,14
DEV30312,>35,Undergraduate,Man,No,Dev,28,18,United Kingdom of Great Britain and Northern Ireland,24120,9
DEV30313,<35,NoHigherEd,NonBinary,Yes,Dev,8,5,Germany,46070,9
DEV30314,<35,PhD,Man,No,NotDev,18,5,United States of America,200000,2
DEV30315,>35,Master,Man,No,Dev,23,12,Germany,63986,17
DEV30316,<35,Master,Man,No,Dev,14,3,India,7738,12
DEV30317,>35,NoHigherEd,Man,No,Dev,20,15,Germany,101312,18
DEV30318,>35,Undergraduate,Man,No,Dev,28,26,South Korea,79155,6
DEV30319,>35,NoHigherEd,Woman,No,Dev,3,2,United States of America,52000,13
DEV30320,<35,Undergraduate,Man,No,Dev,8,5,India,49009,16
DEV30321,<35,Undergraduate,Man,No,Dev,10,6,United States of America,160000,19
DEV30322,<35,NoHigherEd,Man,Yes,Dev,5,1,United Kingdom of Great Britain and Northern Ireland,28877,9
DEV30323,<35,Master,Man,No,Dev,14,7,United States of America,180000,21
DEV30324,<35,Master,Man,No,NotDev,8,3,United States of America,160000,9
DEV30325,>35,Master,Man,No,Dev,12,11,United States of America,205000,12
DEV30326,>35,Undergraduate,Man,No,Dev,23,19,United States of America,119000,12
DEV30327,>35,Undergraduate,Man,Yes,Dev,13,10,United States of America,142000,3
DEV30328,<35,Other,Man,Yes,Dev,15,7,Germany,95979,13
DEV30329,<35,Undergraduate,Man,Yes,Dev,9,6,United States of America,151800,3
DEV30330,>35,PhD,Man,Yes,Dev,40,35,United Kingdom of Great Britain and Northern Ireland,74127,12
DEV30331,<35,Master,Woman,Yes,Dev,7,0,United States of America,180000,20
DEV30332,<35,Undergraduate,Man,No,Dev,0,0,India,1548,10
DEV30333,<35,Undergraduate,Man,Yes,NotDev,13,2,United Kingdom of Great Britain and Northern Ireland,22615,10
DEV30334,>35,Undergraduate,Man,Yes,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,106793,19
DEV30335,>35,Master,Man,No,NotDev,27,24,United Kingdom of Great Britain and Northern Ireland,157049,14
DEV30336,<35,Undergraduate,Man,Yes,Dev,4,3,United States of America,93500,13
DEV30337,>35,Undergraduate,Man,Yes,Dev,10,8,Canada,85893,21
DEV30338,<35,Undergraduate,Man,Yes,Dev,19,6,United Kingdom of Great Britain and Northern Ireland,46487,4
DEV30339,>35,Master,Man,Yes,Dev,37,37,United States of America,125000,28
DEV30340,<35,Other,Man,Yes,Dev,6,0,India,6449,19
DEV30341,<35,PhD,Man,No,Dev,8,5,United Kingdom of Great Britain and Northern Ireland,188459,16
DEV30342,<35,Undergraduate,Man,No,Dev,9,1,United Kingdom of Great Britain and Northern Ireland,31410,6
DEV30343,<35,Other,Man,No,Dev,3,1,United States of America,58000,20
DEV30344,>35,Master,Man,No,Dev,24,21,United States of America,163992,4
DEV30345,>35,PhD,Man,No,Dev,15,8,United States of America,175000,7
DEV30346,<35,Other,Man,No,Dev,11,11,Canada,105414,16
DEV30347,>35,Other,Man,No,Dev,7,6,United Kingdom of Great Britain and Northern Ireland,87948,8
DEV30348,>35,Master,Man,No,NotDev,16,13,United Kingdom of Great Britain and Northern Ireland,116242,14
DEV30349,<35,NoHigherEd,Man,No,Dev,17,12,Germany,53748,11
DEV30350,<35,Undergraduate,Man,No,Dev,9,6,United States of America,135000,16
DEV30351,<35,Undergraduate,Man,No,Dev,16,12,Canada,85893,10
DEV30352,<35,Undergraduate,Man,No,Dev,11,8,United Kingdom of Great Britain and Northern Ireland,125639,15
DEV30353,<35,Other,Man,Yes,Dev,4,2,Canada,64810,9
DEV30354,<35,Undergraduate,Man,Yes,Dev,8,4,United States of America,100000,7
DEV30355,>35,Undergraduate,Man,Yes,Dev,38,29,United States of America,145000,12
DEV30356,>35,PhD,Man,No,Dev,48,38,United States of America,200000,12
DEV30357,<35,Master,Man,No,Dev,5,3,United States of America,89000,14
DEV30358,<35,Undergraduate,Man,No,Dev,4,0,United States of America,76000,14
DEV30359,<35,Undergraduate,Man,No,Dev,10,0,United States of America,138000,7
DEV30360,<35,Undergraduate,Man,No,Dev,10,4,Japan,54893,10
DEV30361,>35,Master,Woman,No,Dev,6,3,United States of America,130000,10
DEV30362,<35,Undergraduate,Man,No,Dev,13,6,United States of America,165000,10
DEV30363,<35,Undergraduate,Man,No,Dev,16,10,India,19344,11
DEV30364,<35,Undergraduate,Woman,No,Dev,5,4,United States of America,152000,8
DEV30365,<35,Undergraduate,Man,Yes,Dev,10,3,United States of America,86000,16
DEV30366,<35,Undergraduate,Man,No,Dev,7,3,India,33533,13
DEV30367,<35,Undergraduate,Man,Yes,Dev,10,8,Japan,207000,28
DEV30368,<35,Master,Man,No,Dev,8,6,Canada,140551,8
DEV30369,<35,Undergraduate,Man,Yes,Dev,6,4,Canada,117888,11
DEV30370,<35,Undergraduate,Man,No,Dev,5,5,India,17411,13
DEV30371,<35,Master,Man,No,Dev,10,6,South Korea,94980,14
DEV30372,<35,Undergraduate,Man,Yes,Dev,7,3,United States of America,80000,20
DEV30373,<35,Undergraduate,Man,Yes,Dev,3,1,United States of America,85000,15
DEV30374,>35,Undergraduate,Woman,Yes,Dev,27,21,United States of America,101000,10
DEV30375,<35,Master,Man,No,Dev,10,7,Canada,132743,20
DEV30376,>35,Undergraduate,Woman,No,Dev,20,17,United States of America,84000,16
DEV30377,<35,Undergraduate,Man,No,Dev,12,6,United States of America,100000,39
DEV30378,>35,Master,Man,No,Dev,7,7,United States of America,120000,23
DEV30379,<35,Other,Man,No,Dev,2,1,United States of America,108000,17
DEV30380,<35,Undergraduate,Man,No,Dev,5,1,United States of America,120000,13
DEV30381,<35,Undergraduate,Man,No,Dev,2,0,United States of America,75000,8
DEV30382,<35,Master,Man,No,Dev,10,5,India,13542,18
DEV30383,<35,Undergraduate,Woman,No,Dev,9,6,India,2784,18
DEV30384,<35,Undergraduate,Man,Yes,Dev,5,2,United States of America,95000,10
DEV30385,<35,Undergraduate,Man,No,Dev,5,1,United States of America,120000,8
DEV30386,<35,Undergraduate,Man,Yes,Dev,5,2,India,2316,44
DEV30387,<35,Undergraduate,Man,No,Dev,4,3,India,4644,13
DEV30388,<35,Undergraduate,Man,No,Dev,5,3,India,11916,20
DEV30389,<35,Undergraduate,Man,No,Dev,6,5,India,69645,10
DEV30390,<35,Undergraduate,Man,No,Dev,10,6,India,13155,18
DEV30391,<35,Master,Man,No,Dev,10,7,South Korea,140400,14
DEV30392,<35,Master,Man,No,NotDev,2,0,United States of America,80000,11
DEV30393,>35,Undergraduate,Man,No,Dev,16,14,India,46430,19
DEV30394,<35,Master,Man,No,Dev,7,0,Germany,43895,5
DEV30395,<35,Undergraduate,Man,Yes,Dev,7,4,India,17028,22
DEV30396,>35,Other,Man,No,Dev,23,16,Germany,67824,6
DEV30397,<35,PhD,Man,No,Dev,24,4,United States of America,210000,26
DEV30398,<35,Undergraduate,Man,No,Dev,16,10,India,15477,15
DEV30399,<35,Undergraduate,Man,No,Dev,0,0,India,6192,6
DEV30400,<35,Undergraduate,Man,No,NotDev,10,6,Germany,71451,15
DEV30401,<35,Undergraduate,Man,No,Dev,10,5,India,64486,4
DEV30402,<35,Master,Man,No,Dev,5,5,India,21925,13
DEV30403,<35,Undergraduate,Woman,Yes,Dev,4,2,Germany,44790,21
DEV30404,<35,Undergraduate,Man,No,Dev,5,1,India,12897,24
DEV30405,<35,Other,Man,No,Dev,10,4,India,16766,13
DEV30406,>35,Undergraduate,Man,No,Dev,11,10,India,18576,10
DEV30407,<35,Master,Man,No,Dev,10,5,Germany,62920,12
DEV30408,>35,NoHigherEd,Man,No,Dev,16,13,Germany,74651,9
DEV30409,>35,Master,Man,No,Dev,22,15,India,193458,25
DEV30410,>35,Master,Man,No,Dev,32,30,United States of America,200000,9
DEV30411,<35,Undergraduate,Man,Yes,Dev,4,1,Germany,44790,1
DEV30412,<35,Undergraduate,Man,No,Dev,8,3,India,23215,28
DEV30413,<35,Master,Man,No,Dev,12,7,India,21280,23
DEV30414,<35,Master,Man,No,NotDev,17,8,India,29664,6
DEV30415,<35,Undergraduate,Man,No,Dev,0,0,India,9222,4
DEV30416,>35,Master,Man,No,Dev,20,14,Germany,74651,6
DEV30417,<35,Master,Man,Yes,Dev,15,5,Germany,56304,4
DEV30418,<35,Undergraduate,Man,No,Dev,4,4,India,18056,8
DEV30419,<35,Other,Man,Yes,Dev,13,5,Germany,56521,20
DEV30420,<35,Undergraduate,Man,No,Dev,7,2,Germany,54388,5
DEV30421,>35,Undergraduate,Man,No,Dev,23,22,United States of America,140000,9
DEV30422,>35,Undergraduate,Man,No,NotDev,15,15,India,32243,14
